rowNr	clade	node	leaf	edge.l	kr.0	kr.1	kr.u	acc	sp	gc.12	gc.3	aKRAB	gen.gc	label
28	4	92	TRUE	0.113827413306113	1	0	0	GCA_933228915.1	Telmatherina_bonti	48.53	54.89	0	0.41658116256325	GCA_933228915.1_Telmatherina_bonti
30	4	93	TRUE	0.216611745832507	1	0	0	GCA_048628825.1	Menidia_menidia	48.94	60.31	0	0.412870699924745	GCA_048628825.1_Menidia_menidia
31	4	94	TRUE	0.093061399782061	1	0	0	GCA_027942865.1	Odontesthes_bonariensis	48.42	56.5	0	0.414829475905964	GCA_027942865.1_Odontesthes_bonariensis
115	5	95	TRUE	0.300936447351765	1	0	0	GCA_013358685.1	Antennarius_maculatus	48.4	58.08	0	0.418191433513693	GCA_013358685.1_Antennarius_maculatus
210	5	96	TRUE	0.176162559505359	1	0	0	GCF_900324485.2	Mastacembelus_armatus	48.14	53.64	0	0.406495473176256	GCF_900324485.2_Mastacembelus_armatus
37	5	97	TRUE	0.241490318692467	1	0	0	GCF_900634795.4	Betta_splendens	48.89	58.11	0	0.453106674386267	GCF_900634795.4_Betta_splendens
49	5	98	TRUE	0.121894031664516	1	0	0	GCF_900324465.2	Anabas_testudineus	48.35	54.53	0	0.403982963853652	GCF_900324465.2_Anabas_testudineus
710	5	99	TRUE	0.09250328132118	1	0	0	GCF_017976425.1	Toxotes_jaculatrix	48.42	57.86	0	0.410973405126158	GCF_017976425.1_Toxotes_jaculatrix
82	5	100	TRUE	0.179620094149393	1	0	0	GCF_900963305.1	Echeneis_naucrates	48.16	55.33	0	0.414274135004473	GCF_900963305.1_Echeneis_naucrates
92	5	101	TRUE	0.158165418276396	1	0	0	GCA_905171665.2	Trachurus_trachurus	48.89	62.26	0	0.419469839493597	GCA_905171665.2_Trachurus_trachurus
116	5	102	TRUE	0.044765198755617	1	0	0	GCF_958295425.1	Solea_solea	48.66	58.59	0	0.40755842774869	GCF_958295425.1_Solea_solea
123	5	103	TRUE	0.074590240628495	1	0	0	GCA_963457635.1	Microchirus_variegatus	48.83	60.08	0	0.403123072467374	GCA_963457635.1_Microchirus_variegatus
142	5	104	TRUE	0.132525899744153	1	0	0	GCA_963854745.1	Scophthalmus_maximus	49.12	63.89	0	0.433945265401297	GCA_963854745.1_Scophthalmus_maximus
151	5	105	TRUE	0.015189875725042	1	0	0	GCF_009819705.1	Hippoglossus_hippoglossus	48.66	61.42	0	0.422131719947555	GCF_009819705.1_Hippoglossus_hippoglossus
16	5	106	TRUE	0.038173749568203	1	0	0	GCA_964266715.1	Microstomus_kitt	48.84	62.17	0	0.419670919147801	GCA_964266715.1_Microstomus_kitt
17	5	107	TRUE	0.037524971797494	1	0	0	GCF_963576545.1	Limanda_limanda	48.75	62.46	0	0.426491122692812	GCF_963576545.1_Limanda_limanda
181	5	108	TRUE	0.023688719807047	1	0	0	GCF_949316205.1	Platichthys_flesus	48.75	61.72	0	0.425856452078029	GCF_949316205.1_Platichthys_flesus
191	5	109	TRUE	0.018694411909124	1	0	0	GCF_947347685.1	Pleuronectes_platessa	48.73	62.06	0	0.424795826929881	GCF_947347685.1_Pleuronectes_platessa
29	5	110	TRUE	0.063709809550622	1	0	0	GCA_042242135.1	Arripis_georgiana	48.55	57.92	0	0.397370735109415	GCA_042242135.1_Arripis_georgiana
301	5	111	TRUE	0.022805766645404	1	0	0	GCF_963691925.1	Scomber_scombrus	48.43	58.4	0	0.397310639402976	GCF_963691925.1_Scomber_scombrus
311	5	112	TRUE	0.027126138507422	1	0	0	GCF_027409825.1	Scomber_japonicus	48.46	57.9	0	0.399697055265587	GCF_027409825.1_Scomber_japonicus
33	5	113	TRUE	0.006156390648957	1	0	0	GCF_963924715.1	Thunnus_thynnus	48.52	58.35	0	0.39757331386182	GCF_963924715.1_Thunnus_thynnus
34	5	114	TRUE	0.008696091312557	1	0	0	GCF_914725855.1	Thunnus_albacares	48.52	58.32	0	0.397214755188048	GCF_914725855.1_Thunnus_albacares
35	5	115	TRUE	0.007083803928992	1	0	0	GCF_910596095.1	Thunnus_maccoyii	48.53	58.37	0	0.397140180614858	GCF_910596095.1_Thunnus_maccoyii
40	5	116	TRUE	0.02350395513247	1	0	0	GCA_048129235.1	Epinephelus_rankini	48.52	59.84	0	0.412570406816629	GCA_048129235.1_Epinephelus_rankini
41	5	117	TRUE	0.019581855075992	1	0	0	GCA_041903045.1	Epinephelus_lanceolatus	48.53	59.41	0	0.413331889060543	GCA_041903045.1_Epinephelus_lanceolatus
43	5	118	TRUE	0.107365462259347	1	0	0	GCA_963691815.1	Echiichthys_vipera	48.4	58.41	0	0.417910774772155	GCA_963691815.1_Echiichthys_vipera
44	5	119	TRUE	0.061971236980502	1	0	0	GCF_900634415.1	Cottoperca_gobio	48.24	58.98	0	0.409518563765836	GCF_900634415.1_Cottoperca_gobio
45	5	120	TRUE	0.173282450700392	1	0	0	GCA_949606895.1	Notothenia_rossii	48.7	62.1	0	0.414416503908587	GCA_949606895.1_Notothenia_rossii
47	5	121	TRUE	0.008520226564955	1	0	0	GCF_015220745.1	Sebastes_umbrosus	48.6	62.32	0	0.407506456519128	GCF_015220745.1_Sebastes_umbrosus
48	5	122	TRUE	0.009421252502541	1	0	0	GCA_043250625.1	Sebastes_fasciatus	48.6	62.21	0	0.408950036715041	GCA_043250625.1_Sebastes_fasciatus
50	5	123	TRUE	0.142927966729638	1	0	0	GCA_963514095.1	Eutrigla_gurnardus	48.83	63.27	0	0.431079585800515	GCA_963514095.1_Eutrigla_gurnardus
51	5	124	TRUE	0.052935833616953	1	0	0	GCA_964276395.1	Gasterosteus_aculeatus	49.32	65.5	0	0.446838731583961	GCA_964276395.1_Gasterosteus_aculeatus
52	5	125	TRUE	0.057119680664411	1	0	0	GCF_949316345.1	Pungitius_pungitius	49.24	65.25	0	0.441018889838091	GCF_949316345.1_Pungitius_pungitius
53	5	126	TRUE	0.068495605000746	0	0	1	GCA_048126635.1	Spinachia_spinachia	49.34	64.25	NA	NA	GCA_048126635.1_Spinachia_spinachia
56	5	127	TRUE	0.059256863092682	1	0	0	GCF_009769545.1	Cyclopterus_lumpus	48.87	62.74	0	0.428251283915263	GCF_009769545.1_Cyclopterus_lumpus
57	5	128	TRUE	0.055931199728631	1	0	0	GCA_910589615.1	Taurulus_bubalis	48.82	62.97	0	0.422121847763592	GCA_910589615.1_Taurulus_bubalis
59	5	129	TRUE	0.023347538908267	1	0	0	GCA_910591455.2	Pholis_gunnellus	48.76	63.17	0	0.422649513486649	GCA_910591455.2_Pholis_gunnellus
60	5	130	TRUE	0.011168128308329	1	0	0	GCA_949748355.1	Melanostigma_gelatinosum	48.84	63.11	0	0.424763195236561	GCA_949748355.1_Melanostigma_gelatinosum
61	5	131	TRUE	0.009600281867026	1	0	0	GCA_028022725.1	Lycodopsis_pacificus	48.91	63.13	0	0.429391415120457	GCA_028022725.1_Lycodopsis_pacificus
71	5	132	TRUE	0.008523456636056	1	0	0	GCA_949987685.1	Ammodytes_marinus	48.9	63.02	0	0.411640094535987	GCA_949987685.1_Ammodytes_marinus
72	5	133	TRUE	0.008806234177701	1	0	0	GCA_949357725.1	Hyperoplus_immaculatus	48.85	62.76	0	0.410135812226298	GCA_949357725.1_Hyperoplus_immaculatus
74	5	134	TRUE	0.226666190763095	1	0	0	GCA_047301625.1	Choerodon_schoenleinii	48.64	58.16	0	0.415595107511395	GCA_047301625.1_Choerodon_schoenleinii
75	5	135	TRUE	0.167473120215026	1	0	0	GCF_009762535.1	Notolabrus_celidotus	48.38	60.06	0	0.408187972753763	GCF_009762535.1_Notolabrus_celidotus
76	5	136	TRUE	0.017347012416156	1	0	0	GCF_963930695.1	Labrus_bergylta	48.6	60.18	0	0.405845500885949	GCF_963930695.1_Labrus_bergylta
77	5	137	TRUE	0.015178095554782	1	0	0	GCF_963584025.1	Labrus_mixtus	48.69	60.48	0	0.407377003531454	GCF_963584025.1_Labrus_mixtus
79	5	138	TRUE	0.085641027314891	1	0	0	GCA_947650265.1	Symphodus_melops	48.49	60.18	0	0.417422948858277	GCA_947650265.1_Symphodus_melops
80	5	139	TRUE	0.022147347812304	1	0	0	GCA_020745685.1	Tautogolabrus_adspersus	48.41	57.5	0	0.413094499696791	GCA_020745685.1_Tautogolabrus_adspersus
86	5	140	TRUE	0.101815998736252	1	0	0	GCF_042242105.1	Pempheris_klunzingeri	48.58	60.5	0	0.421190247356729	GCF_042242105.1_Pempheris_klunzingeri
87	5	141	TRUE	0.076550939269897	1	0	0	GCA_031216445.1	Lateolabrax_maculatus	48.75	60.83	0	0.409968931241916	GCA_031216445.1_Lateolabrax_maculatus
89	5	142	TRUE	0.067606875055433	1	0	0	GCF_043641665.1	Enoplosus_armatus	48.6	60.61	0	0.419960676254754	GCF_043641665.1_Enoplosus_armatus
90	5	143	TRUE	0.096714643155253	1	0	0	GCA_019677235.1	Micropterus_salmoides	48.38	57.59	0	0.408523412811735	GCA_019677235.1_Micropterus_salmoides
93	5	144	TRUE	0.068035389752786	1	0	0	GCF_039877785.1	Chaetodon_trifascialis	48.52	59.94	0	0.427948733758439	GCF_039877785.1_Chaetodon_trifascialis
94	5	145	TRUE	0.056305327292369	1	0	0	GCF_017976325.1	Chelmon_rostratus	48.61	59.76	0	0.425662329984573	GCF_017976325.1_Chelmon_rostratus
96	5	146	TRUE	0.066294357685054	1	0	0	GCA_045363895.1	Pristipomoides_typus	48.6	60.04	0	0.39807659417828	GCA_045363895.1_Pristipomoides_typus
97	5	147	TRUE	0.060996444134154	0	0	1	GCA_048129055.1	Caesio_teres	48.61	60.93	NA	NA	GCA_048129055.1_Caesio_teres
98	5	148	TRUE	0.056885366837366	0	0	1	GCA_048128725.1	Symphorus_nematophorus	48.56	60.32	NA	NA	GCA_048128725.1_Symphorus_nematophorus
102	5	149	TRUE	0.127052131830723	1	0	0	GCF_020382885.2	Scatophagus_argus	48.36	56.48	0	0.414845995540689	GCF_020382885.2_Scatophagus_argus
103	5	150	TRUE	0.131632141832684	1	0	0	GCA_045362495.1	Lethrinus_nebulosus	48.56	59.77	0	0.405624282327166	GCA_045362495.1_Lethrinus_nebulosus
104	5	151	TRUE	0.029077160593126	1	0	0	GCA_965226575.1	Pagrus_pagrus	48.54	60.29	0	0.410419853152108	GCA_965226575.1_Pagrus_pagrus
105	5	152	TRUE	0.027355992089425	1	0	0	GCF_900880675.1	Sparus_aurata	48.67	60.37	0	0.419357370062459	GCF_900880675.1_Sparus_aurata
106	5	153	TRUE	0.008236258248723	1	0	0	GCF_904848185.1	Acanthopagrus_latus	48.64	60.37	0	0.420871698226235	GCF_904848185.1_Acanthopagrus_latus
107	5	154	TRUE	0.008504616580196	1	0	0	GCA_041753875.1	Acanthopagrus_schlegelii	48.63	60.29	0	0.420313001883362	GCA_041753875.1_Acanthopagrus_schlegelii
